signal_type,symbol,signal_date,confidence_score,trend_ok,location_ok,pattern_ok,volume_ok,entry_price,stop_price,target_price,invalid_reason,risk_tags,factors,score,name,signal_name
double_breakout,000839,2026-03-11,95,True,True,True,True,3.98,3.18,4.458571428571429,,[],"{'breakout_level': 3.77, 'recent_high_10': 3.98, 'volume_ratio': 3.064920080020541}",118.75,国安股份,双突破
2b_structure,600868,2026-03-12,95,True,True,True,True,4.33,3.79,4.39,,[],"{'prior_support': 3.92, 'fake_break_low': 3.79, 'breakdown_date': '2026-03-11', 'support_source': 'swing_low', 'reclaim_date': '2026-03-12', 'reclaim_in_time': True, 'volume_ratio': 1.7681844812351681}",114.0,梅雁吉祥,2B结构
jumping_creek,601669,2026-03-13,95,True,True,True,True,7.19,5.84,7.7214285714285715,,[],"{'resistance': 6.65, 'volume_ratio': 3.6487968787219267, 'breakout_pct': 0.081203007518797, 'range_atr_ratio': 1.6182795698924752, 'prior_below_resistance': True}",104.5,中国电建,跳跃小溪
jumping_creek,300185,2026-03-13,95,True,True,True,True,4.21,3.24,4.5285714285714285,,[],"{'resistance': 3.59, 'volume_ratio': 4.445206608749034, 'breakout_pct': 0.17270194986072426, 'range_atr_ratio': 3.955156950672645, 'prior_below_resistance': True}",104.5,通裕重工,跳跃小溪
false_breakdown,601390,2026-03-13,95,True,True,True,True,5.94,5.78,6.47,,[],"{'support': 5.85, 'breakdown_date': '2026-03-11', 'reclaim_date': '2026-03-13', 'reclaim_in_time': True, 'support_source': 'swing_low', 'volume_ratio': 1.103658187935989}",104.5,中国中铁,假诱空
jumping_creek,600227,2026-03-13,95,True,True,True,True,4.37,3.4,5.048571428571429,,[],"{'resistance': 4.28, 'volume_ratio': 2.1480330425204817, 'breakout_pct': 0.021028037383177534, 'range_atr_ratio': 1.2084210526315788, 'prior_below_resistance': True}",104.5,赤天化,跳跃小溪
jumping_creek,601868,2026-03-12,95,True,True,True,True,3.8,2.65,4.095714285714285,,[],"{'resistance': 3.45, 'volume_ratio': 4.222414399283276, 'breakout_pct': 0.10144927536231874, 'range_atr_ratio': 2.028985507246377, 'prior_below_resistance': True}",104.5,中国能建,跳跃小溪
jumping_creek,601016,2026-03-12,95,True,True,True,True,4.43,3.3,4.757142857142856,,[],"{'resistance': 4.03, 'volume_ratio': 3.8129868605102684, 'breakout_pct': 0.09925558312655074, 'range_atr_ratio': 1.7117903930130978, 'prior_below_resistance': True}",104.5,节能风电,跳跃小溪
jumping_creek,600821,2026-03-12,95,True,True,True,True,10.87,8.07,12.304285714285713,,[],"{'resistance': 10.41, 'volume_ratio': 1.9291212513123774, 'breakout_pct': 0.0441882804995196, 'range_atr_ratio': 1.4780876494023887, 'prior_below_resistance': True}",104.5,金开新能,跳跃小溪
jumping_creek,600905,2026-03-11,95,True,True,True,True,4.49,4.21,4.635714285714286,,[],"{'resistance': 4.4, 'volume_ratio': 3.236736923389726, 'breakout_pct': 0.02045454545454542, 'range_atr_ratio': 2.6078431372549016, 'prior_below_resistance': True}",104.5,三峡能源,跳跃小溪
false_breakdown,600028,2026-03-11,95,True,True,True,True,6.51,6.31,8.11,,[],"{'support': 6.43, 'breakdown_date': '2026-03-11', 'reclaim_date': '2026-03-11', 'reclaim_in_time': True, 'support_source': 'swing_low', 'volume_ratio': 0.9531004572152537}",104.5,中国石化,假诱空
strength_emergence,601985,2026-03-13,95,True,True,True,True,9.24,8.46,9.3,,[],"{'box_low': 8.46, 'box_high': 9.3, 'midline': 8.88, 'width_pct': 0.09929078014184395, 'upper_zone_level': 9.0648, 'close_to_high_pct': 0.006451612903225859, 'closes_above_midline': 5}",99.75,中国核电,强势出现
n_breakout,601669,2026-03-13,95,True,True,True,True,7.19,5.84,7.7214285714285715,,[],"{'first_break_date': '2026-03-06', 'pullback_low': 5.84, 'prior_high': 7.19}",90.25,中国电建,N字突破
n_breakout,600227,2026-03-13,95,True,True,True,True,4.37,2.83,5.048571428571429,,[],"{'first_break_date': '2026-02-25', 'pullback_low': 2.83, 'prior_high': 4.37}",90.25,赤天化,N字突破
selling_climax,002429,2026-03-13,95,True,True,True,True,11.94,10.16,10.498999999999999,,[],"{'climax_date': '2026-03-11', 'volume_ratio': 1.9555182449432245, 'drawdown_from_high_60': 0.13757039420756223}",90.25,兆驰股份,抛售高潮
n_breakout,600726,2026-03-13,95,True,True,True,True,4.27,2.62,4.681428571428571,,[],"{'first_break_date': '2026-02-24', 'pullback_low': 2.62, 'prior_high': 4.27}",90.25,华电能源,N字突破
selling_climax,002202,2026-03-12,95,True,True,True,True,31.29,29.15,27.543,,[],"{'climax_date': '2026-03-12', 'volume_ratio': 1.9144524729766006, 'drawdown_from_high_60': 0.15500945179584125}",90.25,金风科技,抛售高潮
first_rebound_after_crash,600759,2026-03-11,95,True,True,True,True,7.56,7.49,8.24,,[],"{'crash_date': '2026-03-10', 'crash_drop_pct': -0.09975961538461539}",85.5,洲际油气,急跌首次反弹
